HomeTeam,AwayTeam,HG,AG,HP,AP,HTS,ATS,HBS,ABS,HC,AC,HOFF,AOFF,HTP,ATP,HKP,AKP,HAP,AAP,HAC,AAC,HALB,AALB,HT,AT,HT,AT,HT,AT,HGS,AGS,Resultado
Kayserispor (Kayseri),Antalyaspor (Antalya),1,0,51%,49%,10,10,1,1,3,2,1,1,473,454,6,9,404 (85%),386 (85%),5 (41%),2 (22%),20 (41%),36 (55%),16,18,8,11,10,13,3,2,1
Sivasspor (Sivas),İstanbulspor,1,1,55%,45%,13,3,1,9,1,1,1,2,448,383,10,5,332 (74%),275 (71%),7 (25%),0 (0%),39 (39%),37 (39%),10,19,11,17,5,28,3,4,0
Fatih Karagumruk,Giresunspor (Giresun),1,1,58%,42%,10,2,2,5,1,0,2,3,567,411,7,2,486 (85%),331 (80%),6 (28%),1 (33%),46 (63%),47 (49%),16,14,11,9,7,17,1,2,0
Konyaspor (Konya),Hatayspor,1,0,46%,54%,13,1,2,6,4,1,1,1,417,494,8,3,361 (86%),436 (88%),5 (27%),3 (14%),27 (45%),24 (42%),20,19,9,4,14,15,1,5,1
FC Alaniyaspor,Ankaragucu (Ankara),2,1,59%,41%,11,12,2,3,4,3,2,3,530,366,10,9,455 (85%),309 (84%),5 (23%),0 (0%),33 (54%),34 (61%),23,16,8,10,10,17,3,4,1
Ankaragucu (Ankara),Besiktas (Estambul),2,3,48%,52%,12,0,4,0,1,2,1,4,372,301,6,6,289 (77%),224 (74%),3 (20%),8 (33%),30 (31%),29 (49%),25,14,5,8,21,12,3,0,-1
Antalyaspor (Antalya),Kasimpasa (Estambul),0,2,58%,42%,15,13,6,1,0,1,8,3,533,337,11,7,441 (82%),245 (72%),6 (18%),3 (25%),38 (45%),28 (35%),17,14,10,9,9,21,6,6,-2
Hatayspor,Adana Demirspor,1,1,55%,45%,15,23,10,5,6,2,5,3,468,378,14,18,406 (86%),309 (81%),2 (22%),7 (36%),45 (51%),22 (47%),16,9,12,7,19,11,6,4,0
Fenerbahce (Estambul),Kayserispor (Kayseri),2,0,53%,47%,17,4,3,3,1,1,9,2,445,394,14,2,375 (84%),316 (80%),3 (14%),0 (0%),28 (54%),35 (48%),18,20,13,14,4,24,2,2,2
Giresunspor (Giresun),Konyaspor (Konya),0,1,45%,55%,10,18,3,8,7,8,0,1,358,432,8,14,272 (75%),361 (83%),9 (52%),8 (44%),31 (39%),42 (48%),13,10,7,9,11,20,3,3,-1
Estambul BFK,FC Alaniyaspor,2,0,41%,59%,10,1,1,3,8,5,2,1,439,619,8,5,386 (87%),553 (89%),3 (33%),3 (14%),31 (53%),35 (74%),16,14,9,4,20,5,1,1,2
Sivasspor (Sivas),Fatih Karagumruk,0,0,47%,53%,11,2,4,11,6,2,0,0,407,482,7,10,320 (78%),401 (83%),4 (13%),4 (21%),36 (50%),36 (46%),12,12,14,9,18,20,3,3,0
Umraniyespor,Trabzonspor (Trabzon),0,1,43%,57%,23,10,1,6,7,5,0,3,367,502,5,17,293 (79%),422 (84%),5 (26%),5 (23%),41 (57%),40 (50%),13,10,9,14,17,15,6,2,-1
Konyaspor (Konya),Fenerbahce (Estambul),1,0,54%,46%,1,1,4,2,9,1,2,0,494,422,7,6,433 (87%),361 (85%),5 (33%),4 (36%),38 (57%),21 (40%),18,9,7,6,4,8,2,3,1
Trabzonspor (Trabzon),Galatasaray (Estambul),0,0,42%,58%,10,13,3,4,2,5,1,6,325,447,8,8,245 (75%),349 (78%),4 (33%),7 (58%),34 (53%),21 (29%),19,17,12,11,13,15,4,3,0
Kasimpasa (Estambul),Hatayspor,1,0,34%,66%,12,11,1,3,5,4,4,1,285,567,11,9,212 (74%),492 (86%),2 (13%),5 (25%),16 (25%),38 (56%),17,12,14,7,20,9,3,5,1
Kayserispor (Kayseri),Giresunspor (Giresun),3,0,60%,40%,15,11,4,4,3,7,0,2,536,353,10,6,472 (88%),281 (79%),3 (33%),1 (6%),29 (60%),25 (47%),20,17,10,10,26,12,6,0,3
FC Alaniyaspor,İstanbulspor,0,1,66%,34%,14,10,5,3,9,1,2,6,593,322,9,6,502 (84%),235 (72%),6 (18%),1 (14%),52 (57%),37 (32%),18,19,2,15,8,29,4,3,-1
Fatih Karagumruk,Ankaragucu (Ankara),4,1,47%,53%,13,10,3,1,1,0,0,7,439,483,7,6,385 (87%),425 (87%),3 (25%),5 (16%),38 (58%),48 (76%),7,15,7,4,27,8,5,5,3
Gazisehir Gaziantep,Antalyaspor (Antalya),5,2,40%,60%,13,10,3,2,3,4,3,3,355,574,11,9,273 (76%),496 (86%),4 (30%),5 (26%),21 (33%),46 (51%),13,17,16,12,13,11,2,3,3
İstanbulspor,Konyaspor (Konya),0,4,49%,51%,11,14,4,1,0,2,7,3,405,427,8,9,329 (81%),361 (84%),4 (17%),2 (11%),35 (44%),35 (60%),23,11,15,12,22,23,6,5,-4
Sivasspor (Sivas),FC Alaniyaspor,1,1,38%,62%,10,13,1,3,1,0,4,6,279,548,7,10,209 (74%),481 (87%),5 (29%),1 (5%),37 (42%),22 (50%),16,18,14,12,11,10,3,2,0
Besiktas (Estambul),Fatih Karagumruk,4,1,47%,53%,19,3,2,6,3,2,1,3,376,434,14,5,316 (84%),354 (81%),7 (35%),2 (13%),36 (52%),36 (46%),18,20,4,8,17,17,2,3,3
Estambul BFK,Kayserispor (Kayseri),2,0,52%,48%,12,10,1,3,4,3,0,2,499,442,11,5,427 (85%),372 (84%),5 (62%),3 (20%),40 (52%),47 (72%),12,18,8,12,19,7,2,6,2
Antalyaspor (Antalya),Trabzonspor (Trabzon),5,2,46%,54%,13,17,3,3,1,0,3,5,397,445,6,14,322 (81%),386 (86%),7 (46%),11 (34%),41 (46%),27 (44%),22,12,13,11,18,9,4,1,3
Giresunspor (Giresun),Kasimpasa (Estambul),1,0,55%,45%,14,10,4,2,8,6,2,2,391,321,10,8,290 (74%),228 (71%),3 (13%),3 (21%),41 (40%),24 (47%),12,24,15,8,9,22,4,6,1
Hatayspor,Gazisehir Gaziantep,1,2,72%,28%,15,11,4,1,4,3,0,1,623,249,13,9,548 (87%),170 (68%),3 (16%),1 (20%),33 (52%),14 (21%),11,13,9,9,12,16,1,2,-1
Umraniyespor,Galatasaray (Estambul),0,1,40%,60%,15,24,10,5,7,3,5,1,321,480,12,18,225 (70%),394 (82%),8 (57%),3 (21%),30 (32%),32 (45%),5,20,11,8,16,9,9,3,-1
Konyaspor (Konya),Estambul BFK,0,0,39%,61%,3,3,0,5,1,3,1,3,370,559,4,5,300 (81%),496 (88%),1 (8%),3 (11%),43 (60%),22 (47%),13,9,6,9,16,11,3,2,0
FC Alaniyaspor,Besiktas (Estambul),3,3,69%,31%,11,1,1,1,1,12,1,0,598,179,9,4,537 (89%),122 (68%),8 (20%),2 (33%),28 (59%),21 (34%),18,21,6,12,5,22,1,1,0
Gazisehir Gaziantep,Ankaragucu (Ankara),1,0,48%,52%,20,3,2,9,4,2,1,2,344,512,13,5,283 (82%),436 (85%),7 (35%),2 (8%),22 (41%),21 (38%),10,19,9,7,18,16,1,8,1
Umraniyespor,Antalyaspor (Antalya),0,1,49%,51%,14,11,4,2,4,5,2,1,392,473,10,8,316 (80%),397 (83%),7 (33%),3 (21%),28 (51%),39 (47%),16,11,9,13,11,15,1,2,-1
Adana Demirspor,Sivasspor (Sivas),3,0,55%,45%,27,10,11,13,3,1,7,1,507,419,25,7,437 (86%),343 (81%),2 (16%),2 (15%),22 (46%),19 (31%),14,13,12,15,12,10,1,10,3
Galatasaray (Estambul),Giresunspor (Giresun),0,1,67%,33%,14,4,0,10,3,2,1,3,552,294,10,2,476 (86%),196 (66%),8 (22%),1 (33%),29 (53%),24 (26%),17,20,4,7,10,34,3,3,-1
Kayserispor (Kayseri),İstanbulspor,1,0,54%,46%,13,11,3,1,4,5,4,1,429,397,6,9,343 (79%),321 (80%),0 (0%),4 (16%),36 (42%),23 (38%),11,20,11,13,19,15,0,4,1
Trabzonspor (Trabzon),Hatayspor,1,0,51%,49%,22,8,1,11,2,4,0,2,397,449,17,7,330 (83%),370 (82%),7 (41%),5 (38%),21 (35%),43 (48%),9,10,3,6,9,19,3,6,1
Fenerbahce (Estambul),Umraniyespor,3,3,53%,47%,17,10,6,3,1,1,5,5,318,284,8,6,239 (75%),193 (67%),5 (23%),4 (28%),26 (41%),33 (38%),22,14,11,11,19,33,2,2,0
Estambul BFK,Kasimpasa (Estambul),4,0,60%,40%,15,1,3,1,0,6,5,3,503,372,12,9,429 (85%),291 (78%),7 (46%),3 (25%),37 (48%),18 (40%),6,8,14,11,14,10,3,3,4
Antalyaspor (Antalya),Galatasaray (Estambul),0,1,47%,53%,12,13,2,4,1,6,0,2,328,410,8,9,250 (76%),342 (83%),2 (18%),5 (31%),26 (34%),32 (45%),16,19,11,10,17,12,3,4,-1
Giresunspor (Giresun),Adana Demirspor,2,3,46%,54%,14,10,5,3,6,1,3,2,411,402,9,7,326 (79%),331 (82%),5 (20%),2 (22%),30 (50%),21 (42%),23,15,5,14,12,20,1,3,-1
Fatih Karagumruk,FC Alaniyaspor,2,4,51%,49%,17,10,6,2,10,3,3,1,428,432,11,10,349 (81%),348 (80%),8 (25%),3 (27%),31 (49%),23 (41%),11,12,11,9,14,31,2,2,-2
Besiktas (Estambul),Kayserispor (Kayseri),1,0,60%,40%,20,7,2,9,4,2,1,3,422,354,13,5,354 (83%),272 (76%),9 (25%),1 (7%),24 (55%),39 (44%),15,13,8,6,15,29,1,5,1
Sivasspor (Sivas),Gazisehir Gaziantep,1,1,47%,53%,16,2,8,1,0,2,6,3,375,399,7,10,284 (75%),327 (81%),4 (25%),3 (21%),39 (44%),19 (30%),18,19,10,9,20,14,4,2,0
İstanbulspor,Trabzonspor (Trabzon),0,2,44%,56%,13,1,4,1,10,1,4,2,462,427,3,11,376 (81%),341 (79%),2 (16%),3 (21%),30 (40%),38 (50%),21,10,16,8,16,7,3,2,-2
